no_faktur,kode_barang,deskripsi,jumlah,tanggal_faktur,harga_satuan,id_pelanggan,provinsi
540418,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-01-07 11:04:00,7620.0,nan,Bangka Belitung
553189,21446,12 RED ROSE PEG PLACE SETTINGS,3,2011-05-15 13:14:00,1250.0,15033.0,Sulawesi Tenggara
555397,21389,IVORY HANGING DECORATION  BIRD,1,2011-06-02 17:26:00,1630.0,nan,Jawa Timur
555276,20902,VINTAGE KEEPSAKE BOX PARIS DAYS,2,2011-06-01 17:28:00,12460.0,nan,Maluku
576141,22839,3 TIER CAKE TIN GREEN AND CREAM,1,2011-11-14 10:47:00,14950.0,14911.0,Sulawesi Utara
577106,22158,3 HEARTS HANGING DECORATION RUSTIC,1,2011-11-17 17:18:00,2950.0,14456.0,Sulawesi Utara
545530,22551,PLASTERS IN TIN SPACEBOY,12,2011-03-03 13:45:00,1650.0,17416.0,Aceh
548612,22148,EASTER CRAFT 4 CHICKS ,5,2011-04-01 11:34:00,1950.0,13137.0,Sulawesi Barat
560359,20832,RED FLOCK LOVE HEART PHOTO FRAME,24,2011-07-18 11:47:00,390.0,14159.0,Sulawesi Tenggara
552660,22669,RED BABY BUNTING ,1,2011-05-10 15:03:00,5790.0,nan,Bali
541496,22502,PICNIC BASKET WICKER SMALL,3,2011-01-18 15:00:00,8290.0,nan,Papua Pegunungan
557898,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,4,2011-06-23 14:35:00,4950.0,17314.0,Kalimantan Utara
581492,23555,LANDMARK FRAME NOTTING HILL ,1,2011-12-09 10:03:00,24960.0,nan,Bali
546984,22385,JUMBO BAG SPACEBOY DESIGN,2,2011-03-18 12:35:00,1950.0,15019.0,Nusa Tenggara Barat
576618,22814,CARD PARTY GAMES ,1,2011-11-15 17:00:00,420.0,nan,Riau
561926,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-08-01 12:48:00,1250.0,12749.0,Sumatera Utara
537237,22314,OFFICE MUG WARMER CHOC+BLUE,2,2010-12-06 09:58:00,5910.0,nan,Aceh
574590,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2011-11-06 10:44:00,2950.0,18077.0,Aceh
564061,21669,BLUE STRIPE CERAMIC DRAWER KNOB,2,2011-08-22 14:38:00,1250.0,14505.0,Maluku Utara
578479,23084,REGENCY CAKESTAND 3 TIER,1,2011-11-24 12:48:00,2080.0,15858.0,Kalimantan Tengah
545895,22859,EASTER TIN BUNNY BOUQUET,6,2011-03-07 17:14:00,3290.0,nan,Jwa Tengah
564725,84559A,3D SHEET OF DOG STICKERS,6,2011-08-28 12:28:00,850.0,18041.0,Papua Selatan
570088,21930,JUMBO STORAGE BAG SKULLS,1,2011-10-07 11:32:00,2080.0,16764.0,Sulawesi Barat
576840,23203,JUMBO BAG VINTAGE DOILY ,1,2011-11-16 15:23:00,4130.0,nan,Papua Pegunungan
580092,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,19,2011-12-01 14:38:00,2950.0,13969.0,Papua Barat Daya
539991,22970,LONDON BUS COFFEE MUG,2,2010-12-23 16:49:00,2550.0,nan,Bangka Belitung
579777,21980,PACK OF 12 RED RETROSPOT TISSUES ,1,2011-11-30 15:13:00,830.0,nan,Papua Tengah
544837,22713,CARD I LOVE LONDON ,12,2011-02-24 10:29:00,420.0,15910.0,Papua Pegunungan
580648,23266,SET OF 3 WOODEN STOCKING DECORATION,12,2011-12-05 13:15:00,1250.0,12628.0,Lampung
580610,79321,CHILLI LIGHTS,6,2011-12-05 11:48:00,12460.0,nan,Kalimantan Selatan
574536,21915,RED  HARMONICA IN BOX ,1,2011-11-04 14:35:00,1250.0,15707.0,Kalimantan Selatan
557644,20707,CRAZY DAISY HEART DECORATION,1,2011-06-21 17:06:00,830.0,nan,Kalimantan Tengah
573373,22417,PACK OF 60 SPACEBOY CAKE CASES,1,2011-10-30 13:37:00,550.0,14684.0,Sulawesi Utara
553576,20752,BLUE POLKADOT WASHING UP GLOVES,6,2011-05-18 10:29:00,2100.0,14282.0,Kalimantan Tengah
566901,21790,VINTAGE SNAP CARDS,12,2011-09-15 13:54:00,850.0,17434.0,Papua Barat Daya
580669,20725,LUNCH BAG RED RETROSPOT,20,2011-12-05 14:25:00,1650.0,15159.0,Jawa Timur
567671,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,1,2011-09-21 15:34:00,2460.0,nan,Aceh
552677,21928,REGENCY CAKESTAND 3 TIER,5,2011-05-10 15:07:00,4130.0,nan,Aceh
537133,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-12-05 12:29:00,3750.0,18156.0,Papua Barat Daya
571912,22928,REGENCY CAKESTAND 3 TIER,4,2011-10-19 15:26:00,5950.0,17512.0,Kalimantan Selatan
571656,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,2011-10-18 12:43:00,2080.0,16393.0,Jwa Tengah
571295,22469,HEART OF WICKER SMALL,12,2011-10-16 16:12:00,1650.0,14741.0,Jambi
577539,23452,HEART MINI PORTRAIT FRAME,18,2011-11-20 14:24:00,1950.0,14547.0,Kalimantan Tengah
559125,85099B,JUMBO BAG RED RETROSPOT,10,2011-07-06 12:32:00,2080.0,13985.0,Sulawesi Tengah
575219,23692,WRAP A PRETTY THANK YOU,25,2011-11-09 11:17:00,420.0,17511.0,Jawa Timur
572475,20719,WOODLAND CHARLOTTE BAG,1,2011-10-24 13:37:00,850.0,15271.0,Kalimantn Barat
543373,21928,JUMBO BAG SCANDINAVIAN PAISLEY,10,2011-02-07 15:04:00,1950.0,16945.0,Papua Barat Daya
545445,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,2011-03-02 16:26:00,2950.0,17738.0,Kalimantan Timur
562157,23175,REGENCY MILK JUG PINK ,10,2011-08-03 11:44:00,3250.0,16012.0,Papua Pegunungan
569573,23543,WALL ART KEEP CALM ,24,2011-10-05 10:11:00,7450.0,17511.0,Banten
540352,22814,CARD PARTY GAMES ,1,2011-01-06 14:27:00,850.0,nan,Papua Barat Daya
580256,82552,WASHROOM METAL SIGN,4,2011-12-02 12:24:00,1450.0,14688.0,Kalimantan Tengah
548203,22919,HERB MARKER MINT,31,2011-03-29 16:40:00,1950.0,nan,Nusa Tenggara Barat
560527,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,2011-07-19 11:57:00,4150.0,15727.0,Sulawesi Tengah
548714,47559B,TEA TIME OVEN GLOVE,1,2011-04-03 15:07:00,1250.0,17337.0,Banten
554109,22432,WATERING CAN PINK BUNNY,6,2011-05-22 14:33:00,1950.0,12682.0,Papua Barat
576809,21208,PASTEL COLOUR HONEYCOMB FAN,24,2011-11-16 14:20:00,390.0,14851.0,Aceh
575070,23394,POSTE FRANCE CUSHION COVER,2,2011-11-08 12:58:00,3750.0,17841.0,Kalimantan Utara
555279,22908,PACK OF 20 NAPKINS RED APPLES,4,2011-06-01 17:42:00,850.0,nan,Jwa Tengah
575690,22549,PICTURE DOMINOES,12,2011-11-10 16:20:00,1450.0,14189.0,Kalimantan Timur
578022,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2011-11-22 13:25:00,2100.0,17371.0,Sulawesi Tengah
567461,20677,PINK POLKADOT BOWL,4,2011-09-20 12:31:00,2460.0,nan,Jawa Barat
575723,84988,SET OF 72 PINK HEART PAPER DOILIES,24,2011-11-10 18:33:00,1450.0,14748.0,Sulawesi Barat
565201,23207,LUNCH BAG ALPHABET DESIGN,10,2011-09-01 16:41:00,1650.0,14907.0,Bali
540998,22302,COFFEE MUG PEARS  DESIGN,6,2011-01-13 10:04:00,2550.0,15290.0,Papua Pegunungan
560689,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-07-20 11:55:00,2080.0,15039.0,Nusa Tenggara Barat
540418,21258,VICTORIAN SEWING BOX LARGE,1,2011-01-07 11:04:00,25490.0,nan,Sulawesi Barat
542353,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-27 12:19:00,1690.0,16700.0,Kalimantan Utara
567099,22179,SET 10 NIGHT OWL LIGHTS,2,2011-09-16 13:31:00,6750.0,15311.0,Di Yogyakarta
564746,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,2011-08-28 15:58:00,1650.0,17633.0,Sulawesi Barat
556813,22526,WHEELBARROW FOR CHILDREN ,1,2011-06-14 17:28:00,24960.0,nan,Kalimantan Selatan
575895,23346,SPACEBOY BEAKER,1,2011-11-11 14:50:00,1250.0,17052.0,Papua Barat
572550,23343,JUMBO BAG VINTAGE CHRISTMAS ,2,2011-10-24 17:06:00,4130.0,nan,Kalimantan Tengah
574914,23122,PARTY CHARMS 50 PIECES,2,2011-11-07 16:16:00,830.0,17109.0,Papua Barat Daya
562792,22396,MAGNETS PACK OF 4 RETRO PHOTO,5,2011-08-09 14:18:00,390.0,17634.0,Papua Barat Daya
542613,22247,BUNNY DECORATION MAGIC GARDEN,6,2011-01-30 14:36:00,850.0,17431.0,Bali
557231,84997d,CHILDRENS CUTLERY POLKADOT PINK,4,2011-06-17 14:09:00,8290.0,nan,Sulawesi Utara
581133,22744,MAKE YOUR OWN MONSOON CARD KIT,12,2011-12-07 12:55:00,790.0,14904.0,Jawa Timur
564719,22092,BLUE PAISLEY TISSUE BOX,1,2011-08-28 11:55:00,390.0,15325.0,Bengkulu
563557,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-08-17 13:33:00,550.0,15786.0,Bengkulu
577167,22241,GARLAND WOODEN HAPPY EASTER,1,2011-11-18 10:41:00,1250.0,16511.0,Bali
569847,21915,RED  HARMONICA IN BOX ,12,2011-10-06 13:45:00,1250.0,14116.0,Sumatera Selatan
561601,23206,LUNCH BAG APPLE DESIGN,10,2011-07-28 11:35:00,1650.0,18151.0,Kalimantan Utara
572862,22940,FELTCRAFT CHRISTMAS FAIRY,1,2011-10-26 12:48:00,4250.0,16750.0,Aceh
562560,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,2011-08-05 17:12:00,2550.0,14156.0,Bangka Belitung
541524,22935,BAKING MOULD ROSE MILK CHOCOLATE,6,2011-01-19 10:49:00,3250.0,17091.0,Lampung
543466,22429,ENAMEL MEASURING JUG CREAM,4,2011-02-08 14:34:00,4250.0,16713.0,Nusa Tenggara Barat
546920,22419,LIPSTICK PEN RED,36,2011-03-18 09:55:00,420.0,nan,Di Yogyakarta
557117,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-06-16 17:04:00,550.0,14849.0,Nusa Tenggara Barat
554981,23209,LUNCH BAG DOILEY PATTERN ,3,2011-05-29 12:06:00,1650.0,17613.0,Lampung
579470,85099F,JUMBO BAG STRAWBERRY,2,2011-11-29 15:06:00,2080.0,16549.0,Nusa Tenggara Barat
551855,22966,GINGERBREAD MAN COOKIE CUTTER,3,2011-05-04 15:08:00,1250.0,12836.0,Maluku Utara
570792,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-10-12 12:01:00,550.0,12709.0,Jwa Tengah
537434,22378,WALL TIDY RETROSPOT ,1,2010-12-06 16:57:00,4210.0,nan,Sulawesi Utara
550474,85131B,BEADED CRYSTAL HEART GREEN ON STICK,5,2011-04-18 13:58:00,830.0,nan,Papua Barat Daya
536984,79321,CHILLI LIGHTS,24,2010-12-03 14:35:00,4250.0,17841.0,Sumatera Barat
568949,23493,VINTAGE DOILY TRAVEL SEWING KIT,4,2011-09-29 15:13:00,3290.0,nan,Jwa Tengah
542268,16156S,WRAP PINK FAIRY CAKES ,25,2011-01-27 08:30:00,420.0,15358.0,Dki Jakarta
554497,23199,JUMBO BAG APPLES,10,2011-05-24 14:38:00,2080.0,15819.0,Kalimantan Selatan
580639,23209,LUNCH BAG VINTAGE DOILY ,2,2011-12-05 12:46:00,1650.0,17254.0,Di Yogyakarta
574481,23396,LE JARDIN BOTANIQUE CUSHION COVER,2,2011-11-04 12:45:00,3750.0,18022.0,Sumatera Utara
554765,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-05-26 11:38:00,7950.0,16837.0,Papua Tengah
570388,23545,WRAP RED VINTAGE DOILY,25,2011-10-10 12:37:00,420.0,14911.0,Sulawesi Tenggara
574898,23581,JUMBO BAG PAISLEY PARK,20,2011-11-07 15:07:00,2080.0,16242.0,Papua Barat
566258,22371,AIRLINE BAG VINTAGE TOKYO 78,4,2011-09-11 12:45:00,4250.0,13124.0,Jawa Timur
570240,22507,MEMO BOARD RETROSPOT  DESIGN,2,2011-10-09 15:17:00,4950.0,13212.0,Sumatera Utara
578074,22703,REGENCY CAKESTAND 3 TIER,1,2011-11-22 16:06:00,2100.0,17590.0,Jwa Tengah
551561,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2011-05-03 10:49:00,1250.0,17422.0,Jwa Tengah
546774,85059,FRENCH ENAMEL WATER BASIN,2,2011-03-16 15:45:00,3750.0,14505.0,Bengkulu
579777,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,1,2011-11-30 15:13:00,830.0,nan,Sulawesi Barat
578118,22560,TRADITIONAL MODELLING CLAY,24,2011-11-23 10:08:00,1250.0,12955.0,Papua Tengah
541279,22195,LARGE HEART MEASURING SPOONS,12,2011-01-17 11:55:00,1650.0,18223.0,Bali
547249,84692,BOX OF 24 COCKTAIL PARASOLS,2,2011-03-22 09:27:00,830.0,nan,Banten
547650,22138,BAKING SET 9 PIECE RETROSPOT ,1,2011-03-24 12:08:00,4950.0,17059.0,Gorontalo
545555,22682,FRENCH BLUE METAL DOOR SIGN 7,1,2011-03-03 15:17:00,1250.0,17757.0,Riau
545153,22127,PARTY CONES CARNIVAL ASSORTED,12,2011-02-28 12:57:00,1250.0,16667.0,Sumatera Utara
566060,84923,PINK BUTTERFLY HANDBAG W BOBBLES,1,2011-09-08 15:27:00,4130.0,nan,Sulawesi Tengah
567183,23207,LUNCH BAG ALPHABET DESIGN,3,2011-09-18 15:32:00,1650.0,14769.0,Kalimantan Timur
575713,22555,PLASTERS IN TIN STRONGMAN,12,2011-11-10 17:49:00,1650.0,13817.0,Papua Barat Daya
556441,21781,MA CAMPAGNE CUTLERY BOX,1,2011-06-10 15:07:00,14950.0,14415.0,Di Yogyakarta
559925,23298,SPOTTY BUNTING,9,2011-07-13 16:47:00,4950.0,17644.0,Nusa Tenggara Barat
561625,23199,JUMBO BAG APPLES,1,2011-07-28 14:03:00,2080.0,16843.0,Papua
562341,21033,JUMBO BAG CHARLIE AND LOLA TOYS,2,2011-08-04 12:13:00,2080.0,15005.0,Bangka Belitung
547386,22983,CARD BILLBOARD FONT,1,2011-03-22 15:52:00,830.0,nan,Maluku
568719,22446,PIN CUSHION BABUSHKA PINK,2,2011-09-28 16:19:00,2460.0,nan,Kalimantan Timur
578519,22608,PENS ASSORTED FUNKY JEWELED ,36,2011-11-24 13:56:00,190.0,14591.0,Maluku Utara
558458,47566,PARTY BUNTING,1,2011-06-29 14:17:00,4950.0,14527.0,Sulawes Selatan
568491,48187,DOORMAT NEW ENGLAND,1,2011-09-27 11:58:00,8250.0,15443.0,Bangka Belitung
578827,23193,BUFFALO BILL TREASURE BOOK BOX,1,2011-11-25 14:25:00,4580.0,nan,Banten
548550,22296,HEART IVORY TRELLIS LARGE,12,2011-04-01 08:22:00,1650.0,18161.0,Riau
566279,22096,PINK PAISLEY SQUARE TISSUE BOX ,4,2011-09-11 14:09:00,390.0,14432.0,Sulawesi Barat
580367,22554,PLASTERS IN TIN WOODLAND ANIMALS,4,2011-12-02 16:39:00,3290.0,nan,Aceh
554940,21907,I'M ON HOLIDAY METAL SIGN,12,2011-05-27 13:49:00,2100.0,12494.0,Sulawes Selatan
537022,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,12,2010-12-03 15:45:00,1250.0,12725.0,Lampung
576303,23354,6 GIFT TAGS 50'S CHRISTMAS ,2,2011-11-14 14:51:00,830.0,15532.0,Papua Pegunungan
542114,22303,COFFEE MUG APPLES DESIGN,6,2011-01-25 14:00:00,2550.0,16943.0,Bali
566192,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,12,2011-09-09 13:34:00,6950.0,14915.0,Sumatera Selatan
571289,23198,PANTRY MAGNETIC  SHOPPING LIST,24,2011-10-16 15:27:00,1450.0,15113.0,Kalimantan Timur
540418,85103,SILVER T-LIGHT SETTING,1,2011-01-07 11:04:00,5910.0,nan,Papua Barat
573074,23344,REGENCY CAKESTAND 3 TIER,20,2011-10-27 14:03:00,2080.0,16265.0,Sulawesi Tengah
553537,22109,FULL ENGLISH BREAKFAST PLATE,12,2011-05-17 15:25:00,3750.0,14032.0,Papua
575898,22098,BOUDOIR SQUARE TISSUE BOX,3,2011-11-11 15:08:00,390.0,16368.0,Maluku Utara
539451,48184,DOORMAT ENGLISH ROSE ,1,2010-12-17 16:59:00,14430.0,nan,Jwa Tengah
578260,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,24,2011-11-23 13:15:00,1250.0,17469.0,Papua Pegunungan
566949,48194,DOORMAT HEARTS,1,2011-09-15 16:32:00,15790.0,nan,Papua Selatan
569649,22207,FRYING PAN UNION FLAG,24,2011-10-05 12:42:00,3750.0,16029.0,Papua Barat
569670,23389,SPACEBOY MINI BACKPACK,1,2011-10-05 13:47:00,4150.0,14730.0,Jawa Timur
541219,22637,PIGGY BANK RETROSPOT ,1,2011-01-14 14:06:00,4960.0,nan,Gorontalo
541592,84510C,SET OF 4 POLKADOT COASTERS,2,2011-01-19 15:08:00,2460.0,nan,Papua Selatan
569530,23309,SET OF 60 I LOVE LONDON CAKE CASES ,1,2011-10-04 14:58:00,550.0,17957.0,Sumatera Barat
578719,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-11-25 11:25:00,1690.0,17348.0,Kalimantn Barat
575957,84508B,STRIPES DESIGN TEDDY,1,2011-11-13 12:19:00,2550.0,13170.0,Sulawes Selatan
571561,23177,TREASURE ISLAND BOOK BOX,8,2011-10-18 10:02:00,2250.0,14015.0,Jambi
546321,71101E,STANDING FAIRY POLE SUPPORT ,12,2011-03-11 09:39:00,850.0,16475.0,Papua
541516,21832,CHOCOLATE CALCULATOR,2,2011-01-18 17:34:00,3290.0,nan,Lampung
552624,22425,ENAMEL COLANDER CREAM,1,2011-05-10 12:53:00,4950.0,nan,Sulawesi Tenggara
572913,21891,TRADITIONAL WOODEN SKIPPING ROPE,4,2011-10-26 16:21:00,1450.0,15993.0,Jawa Barat
549169,15039,SANDALWOOD FAN,2,2011-04-06 17:25:00,850.0,17906.0,Kalimantan Selatan
568210,23393,HOME SWEET HOME CUSHION COVER ,4,2011-09-25 15:56:00,3750.0,17159.0,Nusa Tenggara Barat
539741,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,2010-12-21 15:20:00,5910.0,nan,Kalimantn Barat
555149,85131D,BEADED CRYSTAL HEART PINK ON STICK,27,2011-05-31 15:49:00,830.0,nan,Sulawesi Tengah
580075,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-12-01 14:09:00,1650.0,17014.0,Sumatera Barat
569965,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,2011-10-06 18:47:00,3950.0,18109.0,Dki Jakarta
569225,71038,WHITE HANGING BEADS CANDLE HOLDER,4,2011-10-02 14:25:00,5450.0,16930.0,Kalimantan Tengah
573512,23439,HAND WARMER RED LOVE HEART,96,2011-10-31 12:30:00,1850.0,17951.0,Jambi
555397,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,2011-06-02 17:26:00,4130.0,nan,Banten
574020,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-11-02 12:15:00,290.0,14673.0,Papua Selatan
556222,21380,WOODEN HAPPY BIRTHDAY GARLAND,12,2011-06-09 14:23:00,2950.0,17522.0,Papua Pegunungan
557525,22954,HEN PARTY CORDON BARRIER TAPE,12,2011-06-21 09:26:00,1250.0,12759.0,Bangka Belitung
569424,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,2011-10-04 10:49:00,3750.0,15529.0,Sumatera Barat
579868,21500,PINK POLKADOT WRAP ,25,2011-11-30 16:43:00,420.0,15544.0,Sumatera Barat
540539,84991,60 TEATIME FAIRY CAKE CASES,24,2011-01-09 14:42:00,550.0,18260.0,Nusa Tenggara Timur
571636,20677,PINK POLKADOT BOWL,1,2011-10-18 11:41:00,1250.0,13509.0,Sulawesi Barat
569024,23439,HAND WARMER RED LOVE HEART,12,2011-09-30 10:04:00,2100.0,12822.0,Bengkulu
557232,21883,STARS GIFT TAPE ,12,2011-06-17 14:28:00,650.0,12463.0,Sulawesi Barat
543237,21866,UNION JACK FLAG LUGGAGE TAG,2,2011-02-04 13:39:00,3290.0,nan,Jawa Barat
568676,23012,GLASS APOTHECARY BOTTLE PERFUME,4,2011-09-28 13:43:00,3950.0,18242.0,Sulawes Selatan
575517,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-11-10 10:49:00,4950.0,14562.0,Sulawes Selatan
563851,23328,REGENCY CAKESTAND 3 TIER,4,2011-08-19 15:06:00,3750.0,14765.0,Bengkulu
568583,23203,JUMBO BAG VINTAGE DOILY ,3,2011-09-28 10:09:00,2080.0,15584.0,Sulawesi Tengah
568069,23514,EMBROIDERED RIBBON REEL SALLY ,6,2011-09-23 14:05:00,2080.0,13336.0,Gorontalo
C581390,21733,RED HANGING HEART T-LIGHT HOLDER,1,2011-12-08 13:13:00,2550.0,13081.0,Bali
546385,22423,REGENCY CAKESTAND 3 TIER,16,2011-03-11 13:13:00,10950.0,16652.0,Kepulauan Riau
545054,22120,WELCOME  WOODEN BLOCK LETTERS,2,2011-02-27 12:41:00,9950.0,14472.0,Maluku
557305,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2011-06-19 14:42:00,2550.0,13568.0,Nusa Tenggara Timur
540397,21071,VINTAGE BILLBOARD DRINK ME MUG,1,2011-01-06 18:57:00,1250.0,13187.0,Kalimantan Tengah
543554,20685,DOORMAT RED RETROSPOT,10,2011-02-10 10:17:00,6750.0,14733.0,Kalimantn Barat
563022,21980,PACK OF 12 RED RETROSPOT TISSUES ,2,2011-08-11 13:34:00,290.0,17248.0,Jawa Barat
570442,82581,TOILET METAL SIGN,1,2011-10-10 14:37:00,550.0,16549.0,Kalimantan Tengah
541134,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-01-14 10:20:00,1950.0,15615.0,Papua Barat
557614,82581,TOILET METAL SIGN,1,2011-06-21 13:22:00,550.0,16394.0,Kalimantan Selatan
581402,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,2011-12-08 13:45:00,3750.0,14653.0,Kalimantan Timur
580884,22274,FELTCRAFT DOLL EMILY,2,2011-12-06 12:21:00,2950.0,15907.0,Jambi
575989,23339,REGENCY CAKESTAND 3 TIER,1,2011-11-13 14:20:00,2080.0,14698.0,Dki Jakarta
541508,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2,2011-01-18 16:06:00,10790.0,nan,Bali
538509,22386,JUMBO BAG PINK POLKADOT,1,2010-12-12 13:37:00,1950.0,14413.0,Gorontalo
554351,84991,60 TEATIME FAIRY CAKE CASES,24,2011-05-24 08:53:00,550.0,nan,Jwa Tengah
547860,22711,WRAP CIRCUS PARADE,25,2011-03-27 12:21:00,420.0,17625.0,Di Yogyakarta
568346,72818,CHRISTMAS DECOUPAGE CANDLE,1,2011-09-26 15:28:00,1630.0,14096.0,Jambi
565918,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,2011-09-07 16:27:00,3250.0,13249.0,Nusa Tenggara Timur
545568,22207,FRYING PAN UNION FLAG,1,2011-03-03 16:22:00,8290.0,nan,Di Yogyakarta
576880,C2,CARRIAGE,1,2011-11-16 17:03:00,50000.0,14911.0,Kalimantan Utara
555388,22723,SET OF 6 HERB TINS SKETCHBOOK,4,2011-06-02 15:48:00,3950.0,17719.0,Aceh
537387,22114,REGENCY CAKESTAND 3 TIER,4,2010-12-06 13:34:00,3950.0,13468.0,Jawa Timur
565117,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,2011-09-01 11:33:00,4950.0,13089.0,Papua Pegunungan
542541,21658,GLASS  BEURRE DISH,1,2011-01-28 14:25:00,8290.0,nan,Sumatera Utara
565588,23130,MISTLETOE HEART WREATH GREEN,6,2011-09-05 13:50:00,4150.0,16918.0,Nusa Tenggara Timur
557745,21586,KINGS CHOICE GIANT TUBE MATCHES,3,2011-06-22 12:16:00,2550.0,15750.0,Sumatera Utara
581379,23320,GIANT 50'S CHRISTMAS CRACKER,12,2011-12-08 12:50:00,1250.0,13954.0,Kepulauan Riau
557645,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,1,2011-06-21 17:08:00,2460.0,nan,Papua
541847,22588,CARD HOLDER GINGHAM HEART,1,2011-01-23 13:25:00,2550.0,15443.0,Kalimantan Timur
570428,22360,GLASS JAR ENGLISH CONFECTIONERY,2,2011-10-10 14:02:00,2950.0,nan,Papua Tengah
553162,21244,BLUE POLKADOT PLATE ,1,2011-05-13 15:53:00,3290.0,nan,Papua Barat
551387,22841,ROUND CAKE TIN VINTAGE GREEN,4,2011-04-28 11:40:00,7950.0,14240.0,Kalimantan Timur
579193,22357,KINGS CHOICE BISCUIT TIN,4,2011-11-28 15:47:00,4250.0,12657.0,Lampung
569844,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2011-10-06 13:30:00,1450.0,12626.0,Jwa Tengah
563720,22821,GIFT BAG PSYCHEDELIC APPLES,2,2011-08-18 16:24:00,650.0,nan,Lampung
574529,21918,SET 12 KIDS COLOUR  CHALK STICKS,4,2011-11-04 14:06:00,420.0,17233.0,Sulawesi Tenggara
574756,21523,DOORMAT FANCY FONT HOME SWEET HOME,4,2011-11-07 09:40:00,8250.0,13534.0,Gorontalo
577485,21899,GARAGE KEY FOB,1,2011-11-20 11:56:00,650.0,16360.0,Sulawesi Tenggara
551143,47566,PARTY BUNTING,4,2011-04-26 13:25:00,4950.0,13092.0,Maluku
574866,21287,SCENTED VELVET LOUNGE CANDLE ,12,2011-11-07 12:34:00,380.0,12748.0,Aceh
567670,23198,PANTRY MAGNETIC  SHOPPING LIST,1,2011-09-21 15:32:00,3290.0,nan,Kalimantn Barat
578943,23570,TRADITIONAL PICK UP STICKS GAME ,5,2011-11-27 13:35:00,1250.0,15009.0,Jawa Timur
575680,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,12,2011-11-10 15:23:00,390.0,13148.0,Nusa Tenggara Timur
567509,22694,WICKER STAR ,12,2011-09-20 14:51:00,1850.0,14298.0,Papua
537128,21445,12 PINK ROSE PEG PLACE SETTINGS,4,2010-12-05 12:15:00,1250.0,12841.0,Sumatera Selatan
538349,84949,SILVER HANGING T-LIGHT HOLDER,1,2010-12-10 14:59:00,3360.0,nan,Maluku
551269,20727,LUNCH BAG  BLACK SKULL.,10,2011-04-27 12:21:00,1650.0,12840.0,Lampung
570442,21755,LOVE BUILDING BLOCK WORD,2,2011-10-10 14:37:00,6250.0,16549.0,Kalimantan Utara
539049,22386,JUMBO BAG PINK POLKADOT,20,2010-12-15 16:21:00,1950.0,15615.0,Bangka Belitung
578547,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-11-24 15:02:00,850.0,12720.0,Banten
565596,22197,POPCORN HOLDER,1,2011-09-05 14:27:00,850.0,16444.0,Maluku
550499,84978,HANGING HEART JAR T-LIGHT HOLDER,3,2011-04-18 15:16:00,2460.0,nan,Riau
574249,23203,JUMBO BAG VINTAGE DOILY ,10,2011-11-03 13:01:00,2080.0,16347.0,Sulawes Selatan
547926,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2011-03-28 13:59:00,550.0,12481.0,Riau
